recipe_id,title,date,desc,rating,calories,sodium,fat,protein
8871,Third Degree ,2004-08-20T20:58:12.000Z,NA,0,128,3,0,0
8872,Tequila and Lime Baked Pineapple ,2004-08-20T04:00:00.000Z,NA,3.75,NA,NA,NA,NA
8873,Toasted Marshmallow Butterscotch Pie ,2016-05-01T18:13:00.000Z,Showstoppers like this don’t come easy. Here’s the strategy: Blind bake the crust on Day 1; fill and bake on Day 2; and assemble on Day 3.,0,663,319,29,6
8874,"Grilled Shrimp with Chile, Cilantro, and Lime ",2012-06-13T04:00:00.000Z,"You bought the freshest-looking shrimp, baby squid, or whole fish you could find. Now what? Follow Pelaccio's road map for any kind of seafood: Marinate it in turmeric and fish sauce, grill it quickly over high heat, then pair it with a fiery dipping sauce.",4.375,95,2329,1,7
8875,Farmer Cheese Cheesecake ,2004-08-20T04:00:00.000Z,NA,3.125,350,680,18,22
8876,Charred Tomatillo Salsa Verde ,2013-06-10T04:00:00.000Z,NA,4.375,83,15,5,2
8877,Rillettes de Canard au Poivre Vert ,2004-08-20T12:48:48.000Z,(Spiced Duck Spread with Green Peppercorns),3.125,NA,NA,NA,NA
8878,Horseradish Cream ,2008-01-29T22:13:25.000Z,NA,5,122,142,12,1
8879,"Fresh Corn Sauté with Tomatoes, Squash, and Fried Okra ",2006-06-13T15:56:12.000Z,"Brandi Neuwirth of Cary, North Carolina, writes: ""My family and I moved here from Los Angeles last year, and my new surroundings have really influenced my cooking. There's a great farmers' market nearby where I get lots of local ingredients like tomatoes, squash, and, of course, okra. The produce there inspired me to create this dish, which is a real taste of the South.""",3.75,376,14,22,6
8880,Winter Vegetables with Horseradish Dill Butter ,2004-08-20T04:00:00.000Z,NA,4.375,332,123,16,7
8881,La Puerta Garden Beet Soup ,2006-11-14T19:47:32.000Z,Editor's note: The recipe below is part of a healthy and delicious spa menu developed exclusively for Epicurious by Chef Jesús González of La Cocina Que Canta Culinary Center at Rancho La Puerta Fitness Resort and Spa.,3.75,NA,NA,NA,NA
8882,Sauteed Quail with Shiitake Port Sauce ,2004-08-20T04:00:00.000Z,"The following recipe calls for semiboneless quail. This means that the rib cage and backbone have been removed, but the wings and legs are left intact.",4.375,619,323,31,22
8883,Apple Cider Beignets with Butter-Rum Caramel Sauce ,2007-09-17T15:35:40.000Z,"Sparkling cider, rather than sugar, gives our batter its touch of sweetness. The cider also ramps up the apple flavor and adds to the beignets' lovely golden hue.",4.375,4560,42,456,7
8884,Strawberry Meringue Roulade ,2004-08-20T04:00:00.000Z,NA,3.75,207,33,5,2
8885,"Pasta with Cherry Tomatoes, Basil, Lemon, and Clams ",2004-08-20T04:00:00.000Z,"Serve with garlic bread and white wine, such as Pinot Grigio.",4.375,756,544,24,54
8886,Baked Salmon with Pernod ,2004-08-20T04:00:00.000Z,This recipe can be prepared in 45 minutes or less.,3.75,614,216,37,42
8887,My Favorite Falafel ,2006-05-16T20:12:53.000Z,"Editor's note: The recipe and introductory text below are excerpted from Joan Nathan's book The Foods of Israel Today. Nathan also shared some helpful cooking tips exclusively with Epicurious, which we've added at the bottom of the page.",5,NA,NA,NA,NA
8888,Hot Fudge Sauce ,2005-03-01T04:00:00.000Z,NA,4.375,685,52,44,9
8889,Green Chile-Pork Pozole ,2011-05-18T04:00:00.000Z,This hearty Southwestern-style stew was created by executive chef Chad Luethje. Swap chicken for pork if you prefer.,3.75,NA,NA,NA,NA
8890,Roast Duck with Prunes and Juniper Berries ,2004-08-20T04:00:00.000Z,BORDEAUX,4.375,3310,432,18,126
8891,Sweet Potato–Chickpea-Quinoa Burgers ,2013-10-02T04:00:00.000Z,Vegan,4.375,177,300,5,7
8892,Moroccan-Spiced Caponata and Basil Hero ,2004-08-20T12:48:48.000Z,"In the following recipe we've added a North African twist to caponata, a versatile Italian eggplant concoction that is usually served as a salad or relish.",3.125,NA,NA,NA,NA
8893,Cranberry Compote with Ginger and Molasses ,2004-11-04T19:27:23.000Z,NA,2.5,152,7,0,0
8894,Rye Crispbread Crackers with Pepper-Dill Crème Fraîche and Smoked Salmon ,2004-08-20T04:00:00.000Z,NA,5,62,173,1,2
8895,Mixed-Berry Tiramisù with Lime Curd ,2009-05-06T04:00:00.000Z,"This luxurious treat is somewhere between a trifle, a tiramisù, and a summer pudding. The lime gives it a wonderful brightness.",5,338,200,20,5
8896,"Pizza with Fontina, Potatoes, and Tapenade ",2009-01-27T04:00:00.000Z,"A French take on pizza, featuring tapenade, sliced Yukon Gold potatoes, and red pepper, as well as real imported Fontina.",4.375,NA,NA,NA,NA
8897,Grilled Bass with Green Tomato and Watermelon Salsa ,2004-08-20T04:00:00.000Z,This salsa would also be great on chicken or pork.,3.75,NA,NA,NA,NA
8898,Pastry Twists with Spiced Sugar-Honey Glaze ,2010-04-06T04:00:00.000Z,"Donatella still remembers the lure of these addictive sweets. ""I always got in trouble with my aunt because I would sneak into the kitchen and steal them,"" she says. Frying the dough in extra-virgin olive oil adds an authentic flavor. You'll need about five cups of oil for frying.",0,NA,NA,NA,NA
8899,Oyster Spinach Bisque with Corn Bread Croutons ,2004-08-20T12:48:48.000Z,NA,3.125,NA,NA,NA,NA
8900,Kale Dressing ,2012-10-11T04:00:00.000Z,"Crispy around the edges and soft in the center, this side dish—laced with fennel, onions, and slow-cooked kale—will please everyone at the table.",4.375,713,650,40,26
8901,Yellow Layer Cake with Chocolate-Sour Cream Frosting ,2012-09-18T04:00:00.000Z,"Forget the boxed version you grew up with. This yellow cake gets a rich dark-chocolate frosting with a touch of tang thanks to sour cream. For the best presentation, it's important to cut the cake layers evenly.",4.375,905,693,50,9
8902,French 75 ,2011-09-15T04:00:00.000Z,"We love the way the gin in this old-school cocktail pairs with the juniper berrylaced arctic char in our new-school <epi:recipelink id=""367709"">citrus gravlaxepi:recipelink.</epi:recipelink></epi:recipelink>",3.75,130,12,0,0
8903,Country Apple Tart with Spiced Brown Butter ,2004-08-20T04:00:00.000Z,"This large rustic tart has hints of anise, cinnamon and clove, spices that are also found in the noted honey cake of Burgundy, pain d'épice. The apples can be roasted one day ahead so that the tart can be baked early in the day on Christmas Eve.",4.375,572,94,34,5
8904,"Slow-Roasted Salmon With Fennel, Citrus, and Chiles ",2013-12-04T04:00:00.000Z,"Don't bother trying to divide this fillet into tidy portions. Instead, use a spoon to break it into perfectly imperfect pieces.",4.375,584,124,47,32
8905,Saffron Pasta with Pork and Tomato Sauce ,2004-08-20T04:00:00.000Z,"Malloreddus, the saffron-flavored pasta shaped like gnocchi, is a Sardinian specialty. For convenience, we used dried pasta of a similar shape and added saffron to the pasta cooking water.",3.75,616,591,31,29
8906,Easy Fish Tacos ,2005-07-05T20:48:35.000Z,NA,3.75,NA,NA,NA,NA
8907,Pressed Turkey and Farmhouse Cheddar on Egg Bread ,2006-09-01T04:00:00.000Z,NA,0,411,521,19,19
8908,Mashed Potatoes and Celery Root with Blue Cheese ,2004-08-20T04:00:00.000Z,NA,3.75,337,387,12,12
8909,Steamed Scallion Ginger Fish Fillets with Bok Choy ,2008-09-22T16:09:41.000Z,"This fish is steamed on plates, which hold the marinade and juices around the fillets. Be sure that the plates you use have enough of a rim to hold some liquid, and are not larger in diameter than the pan you'll be using to steam.",4.375,NA,NA,NA,NA
8910,"Coffee, Chocolate, and Marshmallow Sundaes ",2005-08-01T16:26:57.000Z,NA,4.375,906,100,63,11
8911,Charred Eggplant and Tahini Spread ,2014-02-13T04:00:00.000Z,NA,4.375,183,8,16,2
8912,"Caramel, White Chocolate and Rum Bread Pudding ",2004-08-20T04:00:00.000Z,NA,4.375,394,205,13,7
8913,Caribbean Christmas Pudding with Brandy Butter ,2004-08-20T04:00:00.000Z,"Rum and spices-classic Caribbean ingredients-also happen to be the classic ingredients in the traditional English steamed pudding. This lovely version of the Christmas dessert is from the Grand View Beach Hotel, Villa Point, St. Vincent and the Grenadines. Begin preparing it at least one day before serving.",4.375,624,405,28,9
8914,Chicken and Herb Potstickers with Mint-Chili Sauce ,2004-08-20T04:00:00.000Z,NA,3.75,490,606,38,12
8915,Chicken Liver Mousse with Riesling-Thyme Gelée ,2011-11-11T04:00:00.000Z,"This smooth pâté can be set up in small jars for a more festive presentation up to 2 days ahead. A simple wine jelly topping—optional, of course— serves as both a conversation starter and a tart-sweet counterpoint to the rich mousse.",4.375,296,351,22,8
8916,Buttery Sugar Cookies ,2011-12-22T04:00:00.000Z,"When it comes right down to it, the simplest holiday cookie is, hands down, this sugar cookie. No rolling pin or sheets of wax paper are required. Just roll the dough into balls between your palms, then coat them with decorative coarse sugars. This is the perfect cookie for children starting out in the kitchen, by the way. They'll have loads of fun mixing up different colors of the sanding sugar, and messy kitchen aside, everyone will be happy when they sink their teeth into the first ones warm from the oven.",3.75,87,26,4,1
8917,Lemon Vinaigrette ,2010-03-31T04:00:00.000Z,NA,2.5,162,0,18,0
8918,Grilled Cumin Chicken Breasts with Avocado Salsa ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,3.75,22312,13820,1007,332
8919,Mussels with Coconut Curry Sauce ,2004-08-20T04:00:00.000Z,Mimosa in Los Angeles uses coconut milk in this version of a Breton classic.,4.375,253,334,16,15
8920,Sweet-and-Sour Balsamic-Glazed Spareribs ,2012-11-06T04:00:00.000Z,"I love a recipe like this, in which one familiar item (balsamic vinegar) combines with something else very familiar (in this case, the elements of a homemade barbecue sauce) to form something entirely new. The end result, which gets slathered all over spareribs that have been slow-roasted in the oven and baked at a high temperature until the two entities combine, makes for a sticky, tangy, unforgettable take on good old-fashioned ribs. If you're feeding a crowd, the oven is your best bet for that final step; if you have the time, though, try broiling the ribs with the glaze on top. The rib and the glaze fuse together and, if you take it far enough (just before it turns black), you get a crispy, sweet, and succulent rib that'll be your new standard from now on.",4.375,2341,1894,153,104
8921,Rustic Lemon Tart (Torta Della Nonna al Limone) With Pine Nut Lace Cookies ,2015-12-09T20:03:09.253Z,"While the crispy, buttery lace cookies add addictive crunch to this dessert, they're not mandatory. The citrusy creaminess of this Italian-style lemon tart makes it an impressive finale all on its own.",3.125,5828,1248,422,84
8922,Bacon Scallion Hush Puppies ,2004-08-20T04:00:00.000Z,"If you make these as a side dish for the southern fried catfish, you can fry them in the same oil, but cook the hush puppies first because the fish will flavor the oil.",3.125,551,150,58,2
8923,Grilled Porterhouse Steaks with Olive and Caper Spread ,2004-08-20T04:00:00.000Z,NA,3.75,NA,NA,NA,NA
8924,Bittersweet Chocolate Truffles ,2006-11-28T17:10:21.000Z,"This classic truffle is made from a simple bittersweet ganache. Adding a few special ingredients makes these truffles anything but ordinary - for variations see balsamic truffles, mango curry truffles and meyer lemon and thyme truffles",4.375,NA,NA,NA,NA
8925,Rice with Almonds and Raisins ,2004-08-20T04:00:00.000Z,NA,3.75,382,595,10,8
8926,Bacon Baklava ,2014-02-25T04:00:00.000Z,"How can those delicate layers of pastry and nuts possibly be improved upon, except with bacon? Phyllo dough can seem scary at first but once you understand that the sheer quantity of layers will mask the flaws of any individual sheet, you will gain confidence. Orange flower water and rose water are available at gourmet shops and Mediterranean markets.",0,321,133,19,6
8927,"Spicy Tuna ""Tarts"" with Stuffed Tomatoes ",2009-04-14T04:00:00.000Z,Editor's note: This recipe is part of a healthy and delicious spa menu developed exclusively for Epicurious by CuisinArt Resort & Spa on Rendezvous Bay in Anguilla.,4.375,211,497,13,16
8928,Linguine with Clams and Arugula ,2004-08-20T04:00:00.000Z,"From Il Pastaio, Beverly Hills, California.",4.375,828,668,30,32
8929,"Sausages Braised in Beer, Apples, and Onions ",2004-08-20T04:00:00.000Z,NA,3.125,NA,NA,NA,NA
8930,Rosemary Portobello Burgers ,2004-08-20T04:00:00.000Z,"Offer deli-bought orzo salad tossed with slivered basil and Kalamata olives, along with some grilled red pepper quarters. Raspberry gelato in sugar cones would be a cool dessert.",4.375,418,1219,19,21
8931,Shellfish and Potatoes à la Marinière ,2012-02-15T04:00:00.000Z,"White wine and briny shellfish juices marry in the pot, then are puréed with parsley to create a light sauce so flavorful, it needs only a touch of butter.",3.125,NA,NA,NA,NA
8932,Chile-Thyme Spice Mix ,2011-07-11T04:00:00.000Z,"Use this zesty spice mix for sprinkling over the shellfish, corn, and potatoes.",5,NA,NA,NA,NA
8933,Garlicky Greek Salad ,2004-08-20T04:00:00.000Z,NA,4.375,205,265,19,4
8934,Grilled Rosemary Chicken ,2011-07-11T04:00:00.000Z,"Infuse lemony, garlicky chicken with even more flavor by basting it with rosemary branches dipped in olive oil.",5,NA,NA,NA,NA
8935,Buttermilk Rye Crepes ,2014-02-13T04:00:00.000Z,"Yes, you could serve these crepes before they've been caramelized in sugar, but why deprive yourself?",0,292,253,16,8
8936,Grilled Tomatoes ,2014-06-18T04:00:00.000Z,NA,0,88,589,7,1
8937,Sweet Palmiers ,2004-08-20T12:48:48.000Z,NA,3.75,304,136,21,4
8938,Sticky Date Pudding with Toffee Sauce ,2004-08-20T12:48:48.000Z,NA,4.375,961,601,45,9
8939,Cucumber-Mint Raita ,2004-08-20T04:00:00.000Z,Raita (a cold yogurt condiment) is often served with Indian food to cut the heat of the spicy dishes.,5,46,30,2,3
8940,Linguine with Pecan Arugula Pesto ,2004-08-20T04:00:00.000Z,Active time: 30 min Start to finish: 45 min,3.75,742,654,33,22
8941,Grilled Beef Skirt Steak With Onion Marinade ,2016-03-15T15:39:00.000Z,"This is one of those recipes that will make you look like an incredible cook for very little effort. Because of skirt steak’s relatively loose grain, it soaks up marinade incredibly well and is one of the few meats we ever marinate before grilling.",0,NA,NA,NA,NA
8942,Valrhona Chocolate Cherry Cake ,2004-08-20T04:00:00.000Z,NA,3.75,3826,489,228,61
8943,Tandoori Spice Blend ,2010-12-22T04:00:00.000Z,NA,5,19,31,1,1
8944,Bacon-Wrapped Quail Stuffed with Goat Cheese ,2006-10-13T15:42:08.000Z,"These tiny birds, stuffed with creamy goat cheese, make fun yet elegant turkey stand-ins. Since the quail are small and there's not much meat on each one, plan on serving guests two to three per person, and encourage them to chew the meat off the bones rather than trying to cut it off with a knife and fork.",4.375,965,1126,76,63
8945,Katy's Dates with Ancho Chili Oil ,2006-05-16T20:12:52.000Z,"I first met Katy Sparks in the flesh at New York City's French Culinary Institute. We were both there to teach on a mentorship program, and since I was already wild about the food at her restaurant, Quilty's, I made a beeline for her and insisted we become friends and spend lots of time eating together. For fun, Katy and I have given several cooking classes working as a duet; she made these dates at our first class together. They are just the kind of thing I find irresistible — sweet, crunchy, juicy, spicy — you name it, they've got it. Once you have the ingredients, they're very easy to put together.",4.375,NA,NA,NA,NA
8946,Tomato Soup with Lemon-Rosemary Cream ,2004-08-20T04:00:00.000Z,"Here's the real thing — far more vividly colored, textured and flavored than the stuff that comes out of a can, and far more comforting. A drizzle of lemon-rosemary cream gives this classic American soup an Italian touch.",4.375,180,438,10,8
8947,Coconut Tuile Cones with Passion-Fruit Ice Cream ,2004-08-20T04:00:00.000Z,NA,3.75,139,23,7,1
8948,Sweet Potato and Yam Galette ,2004-08-20T04:00:00.000Z,The potatoes and yams are perked up with fresh ginger and with lemons.,4.375,403,272,12,4
8949,Baba Ghanouj ,2004-08-20T04:00:00.000Z,"""Your readers would love the food at Stella's,"" writes Annoria Tohrm of Richmond, Virginia. ""This Greek cafe in Richmond serves all the standards — moussaka, taramasalata, and baklava. But I can't get enough of the baba ghanouj, and I want to make it at home.""",3.75,174,38,12,3
8950,Squash and Black Bean Stew With Tomatoes and Green Beans ,2004-08-20T04:00:00.000Z,NA,4.375,NA,NA,NA,NA
8951,Epicurean Sauce ,2004-08-20T04:00:00.000Z,This sauce accompanies Epicurean Broiled Turkey .,0,264,269,23,9
8952,Almond Butter Crisps ,2004-08-20T04:00:00.000Z,"This dough can also be formed into crescent shapes and coated with confectioners' sugar while still warm, as is done in many eastern European countries.",4.375,18,5,1,1
8953,Tomato-White Bean Soup with Pesto ,2012-03-13T04:00:00.000Z,"We usually turn to fish for omega-3 fatty acids and their brain-enhancing powers, but walnuts are a great vegetarian source of the nutrient.",3.75,NA,NA,NA,NA
8954,Pound Cake with Vanilla Ice Cream and Apple Cider Sauce ,2004-08-20T04:00:00.000Z,"The rich, creamy sauce is also delicious on crisps, puddings and cobblers.",3.125,490,184,29,5
8955,Summer Berry Crisp ,2007-11-07T19:13:46.000Z,Juicy berries are marvelous nestled under a crispy top. This dessert is easy enough for a beginning baker to make and serve with pride.,5,NA,NA,NA,NA
8956,Pasta Salad with Roasted Eggplant Gibb ,2004-08-20T04:00:00.000Z,NA,3.75,481,1443,24,11
8957,Peas with Baked Ricotta and Bread Crumbs ,2013-03-18T04:00:00.000Z,"Faced with a cup of just-shucked peas, my mind runs in a million directions. Should I simmer them with soft butter lettuce leaves, pair them with pasta, or flatter their delicacy with new sage leaves and their blossoms, fresh mint, or lemon (or even all three)? Basil is lovely with peas, too. I could add them to that meager handful of fava beans that are waiting for company, or use them to make a frothy green soup. After scanning the possibilities, I end up cooking them with minced shallot, sage, and lemon, then spooning them over baked ricotta with crispy bread crumbs. This is one of my favorite dishes.",3.125,1288,1192,76,68
8958,Simple Syrup ,2013-04-03T04:00:00.000Z,"I use simple syrup for keeping cake layers extra moist. Plain simple syrup works perfectly well on its own, but when I have used vanilla bean pods on hand, I like to steep them into the syrup (feel free to keep them stored in the syrup indefinitely). It's an unnecessary step, for sure, but I always welcome a little extra pop of vanilla flavor in my cakes.",0,96,1,NA,NA
8959,Roasted Salmon and Olive-Mustard Butter and Orzo ,2004-08-20T04:00:00.000Z,NA,3.75,857,74,22,29
8960,Carrot Cake with Cream Cheese Frosting ,2013-06-19T04:00:00.000Z,2 x 3-inch piece per serving,4.375,NA,NA,NA,NA
8961,Grand Fruit Salad ,2004-08-20T04:00:00.000Z,Here's a colorful and delicious addition to a brunch menu. It also makes a lovely light dessert on its own.,4.375,139,2,1,2
8962,Vinegar Sauce ,2015-07-21T04:00:00.000Z,"When coming up with a vinegar sauce for Fette Sau, I didn't want something that was too obviously connected to any specific regional barbecue. (North Carolina 'cue employs a sauce that's either vinegar and spices, in the eastern part of the state, or the same with the addition of tomato, in the west; South Carolina adds mustard to its vinegar sauce.) And I wanted a vinegar sauce that would work equally well with all kinds of smoked meat—not just the pork it's usually paired with. This sauce will add brightness to pulled pork, and it has enough depth to stand up to beef and lamb.",0,58,865,0,0
8963,Barbecued Pork Sandwiches with Pickled Red Onion ,2007-05-30T18:02:30.000Z,"Instead of pork shoulder, this southern-inspired recipe uses quicker-cooking pork tenderloin. For fullest flavor, look for Berkshire pork or another heritage breed. Smoked salt in a grinder can be found in the spice section of most supermarkets.",4.375,553,1220,26,38
8964,Three Onion Soup ,2004-08-20T04:00:00.000Z,NA,3.75,NA,NA,NA,NA
8965,Prime Rib Roast with Merlot Gravy and Yorkshire Puddings ,2004-08-20T12:48:48.000Z,NA,4.375,1845,1731,152,87
8966,Buttermilk-Lemon Chess Pie ,2011-10-20T04:00:00.000Z,Tangy buttermilk and fresh lemon juice balance the sweetness in this custardy Southern pie.,4.375,626,360,33,9
8967,Spicy Blackened Catfish ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,4.375,666,1029,40,70
8968,Giant Pumpkin Muffins with Molasses-Ginger Glaze ,2005-12-01T04:00:00.000Z,NA,4.375,874,812,26,11
8969,Norwegian Baked Prune Custard ,2004-08-20T04:00:00.000Z,NA,3.75,NA,NA,NA,NA
8970,Root Vegetable Hash with Poached Eggs and Parsley Pesto ,2004-08-20T04:00:00.000Z,NA,4.375,NA,NA,NA,NA
8971,Quick Beef with Broccoli ,2007-04-17T21:19:07.000Z,Who needs takeout? You can make tender sirloin beef tips and broccoli in a velvety soy glaze just as fast yourself.,3.75,NA,NA,NA,NA
8972,Pineapple Tart ,2004-08-20T04:00:00.000Z,NA,1.25,NA,NA,NA,NA
8973,3-Ingredient Thanksgiving Turkey With Orange and Sage ,2016-07-01T19:19:00.000Z,"In Epi's 3-Ingredient Recipes series, we show you how to make great food with just three ingredients (plus staples like oil, salt, and pepper).",3.75,974,3152,48,122
8974,"Grilled Chicken Salad with Tomatoes, Spinach, and Feta ",2009-06-04T04:00:00.000Z,Look for marinated feta in the refrigerated section of the supermarket where other specialty cheeses are sold.,4.375,NA,NA,NA,NA
8975,Sesame Dressing ,2004-08-20T04:00:00.000Z,This recipe is an accompaniment for Korean-Style Tuna Tartare .,4.375,308,383,29,2
8976,Succotash and Goat Cheese Quiche ,2004-08-20T04:00:00.000Z,NA,4.375,176,379,9,11
8977,Grilled Coconut Poundcake Sundaes With Tropical Fruit ,2005-05-17T19:55:56.000Z,Be sure to clean the grill rack thoroughly with a metal brush to remove any bits of grilled food that might impart an off flavor to the cake. Reheat the cake on a baking sheet in a 350°F oven before serving.,4.375,NA,NA,NA,NA
8978,Turkey Tenders with Tomato-Orange-Caper Compote ,2004-08-20T04:00:00.000Z,NA,4.375,NA,NA,NA,NA
8979,"Jamaican ""Jerk"" Chicken Wings ",2004-08-20T04:00:00.000Z,(Spicy Baked Chicken Wings),4.375,12824,6890,887,1164
8980,Ham and Watercress Crepes ,2004-08-20T04:00:00.000Z,NA,4.375,327,1503,21,25
8981,Chorizo Bolognese with Buffalo Mozzarella ,2015-10-28T00:00:00.000Z,This cheat bolognese is so easy to make and has a delicious richness that's irresistible. Using the chorizo in place of beef means it's packed with flavor and ready in under 15 minutes!,3.75,1216,1934,63,57
8982,Confetti Salad with Ranch Dressing ,2004-08-20T04:00:00.000Z,NA,3.75,83,35,0,5
8983,Peach-Blueberry Ice Cream Pie ,2012-05-08T04:00:00.000Z,"The only trick to this fruit-flecked pie created by Sweet Rose Creamery in Santa Monica, CA, is making sure it gets 6 hours in the freezer to firm up.",5,305,143,13,3
8984,Blue Cheese Dip with Onion and Celery ,2004-08-20T04:00:00.000Z,NA,4.375,404,514,41,5
8985,"Cheese Tortellini Soup with Cannellini, Kielbasa, and Kale ",2004-08-20T04:00:00.000Z,"For a change of pace, use purchased tortellini filled with pumpkin instead of cheese.",4.375,569,1207,30,35
8986,Creamy Tarragon Eggs ,2010-03-10T04:00:00.000Z,"Our ten–minute Crab Salad isn't the only easy way to use tarragon. Here, the fragrant herb, along with a dollop of cream cheese, adds elegance to scrambled eggs. Don't relegate this wonderful dish to the breakfast table—served with a small green salad and a glass of white wine, it makes a delicious weeknight dinner.",0,NA,NA,NA,NA
8987,Cheddar Cheese and Onion Pie ,2004-11-16T15:44:45.000Z,"English farmhouse-style white Cheddars such as Montgomery, Keen's, and Fiscalini were delicious in this pie. We also liked Grafton Cheddar, from Vermont.",4.375,724,611,46,21
8988,Banana-Cream Parfaits ,2004-08-20T04:00:00.000Z,NA,4.375,729,71,71,6
8989,"Red Cabbage with Raspberries, Onions and Apples ",2004-08-20T04:00:00.000Z,"This recipe originally accompanied epi:recipeLink=""101021""Pork Medallions with Mustard Cream Sauce</epi:recipeLink>.",4.375,261,47,12,3
8990,"Sausage, Leek and Currant Stuffing ",2004-08-20T04:00:00.000Z,NA,4.375,385,571,12,18
8991,All-Purpose Crust ,2012-07-20T04:00:00.000Z,NA,0,NA,NA,NA,NA
8992,"Pumpkin, Ginger and Molasses Tart ",2004-08-20T12:48:48.000Z,NA,4.375,714,170,56,8
8993,Baked Halibut with Almonds ,2009-12-21T04:00:00.000Z,A flavorful dish from the Kripalu Center for Yoga & Health in Massachusetts.,4.375,NA,NA,NA,NA
8994,Spinach and Roasted Red Pepper Gratin ,2004-08-20T04:00:00.000Z,Creamed spinach gets a makeover with three cheeses and a vibrant garnish.,3.75,467,693,39,17
8995,Spicy Shrimp and Bell Pepper Stew with Cumin and Oregano ,2004-08-20T12:48:48.000Z,"Cubans call this delicious stew enchilado, and while that might sound a lot like enchilada, the two dishes are nothing alike.",3.75,220,879,8,18
8996,Baked Red Snapper with Fennel-Scented Tomato Sauce ,2004-08-20T04:00:00.000Z,Buy an apple tart for dessert.,3.75,528,1378,18,66
8997,"Fried Rice with Ham, Egg, and Scallions ",2006-05-16T20:12:53.000Z,"The egg in this fried rice is cooked by a super easy method. Rather than being made like the classic egg ""crêpe,"" the egg is cooked right in the well of the rice, which creates a much more delicate texture.",3.75,383,845,10,18
8998,Slow Cooker Amaretto-Poached Peaches ,2016-08-04T14:30:17.320Z,"The slow cooker doesn't have to be for all-day projects. This simple dessert is easy to assemble right before a dinner party, and the tender, boozy peaches will be ready to serve by the time you're ready for dessert.",5,NA,NA,NA,NA
8999,Apple Walnut Crisp ,2004-08-20T04:00:00.000Z,NA,4.375,492,204,20,5
9000,Summer Hot Fudge Sundaes ,2004-08-20T04:00:00.000Z,The addition of fresh fruit gives these irresistible sundaes seasonal appeal. The rich creamy sauce is a do-ahead.,4.375,NA,NA,NA,NA
9001,Beer Crackers Topped with Garlic and Three Cheeses ,2004-08-20T04:00:00.000Z,NA,4.375,248,611,10,12
9002,Asparagus with Orange Dressing and Toasted Hazelnuts ,2004-08-20T12:48:48.000Z,Active time: 15 min Start to finish: 20 min,3.125,118,4,9,4
9003,Quick Coq au Vin ,2010-09-09T04:00:00.000Z,NA,4.375,NA,NA,NA,NA
9004,Simple Syrup ,2006-05-01T04:00:00.000Z,NA,0,145,2,NA,NA
9005,Apple-Onion Roast Turkey with Pan Gravy ,2004-08-20T04:00:00.000Z,"Even though turkeys are rarely stuffed in the South, cooks usually tuck a few flavorful ingredients—like apple and onion—inside the bird before it goes into the oven. In this recipe, the outside of the turkey is rubbed with bacon drippings so that the skin will be golden, crisp and delicious.",4.375,831,623,18,151
9006,Chinese Pineapple Chicken ,2004-08-20T04:00:00.000Z,"A mildly sweet and pungent dish. No soy sauce is used in the sauce, so it is lighter in color than other sweet and pungent dishes.",3.75,1099,1093,73,75
9007,Kapalua Butterfly ,2004-08-20T20:58:12.000Z,NA,5,NA,NA,NA,NA
9008,Red-Onion Meat Loaf ,2004-08-20T04:00:00.000Z,NA,3.75,306,865,16,18
9009,Hot Beef Borscht with Sour Cream ,2004-08-20T04:00:00.000Z,"A hearty meal-in-a-bowl for blustery March days. Short ribs add flavor, while sliced cabbage contributes texture. At the end, the only things you need are a dash of vinegar and a dollop of sour cream.",4.375,651,415,55,23
9010,Sun-Dried Tomato Butter ,2004-08-20T04:00:00.000Z,"Put a slice of this butter on any grilled or panfried meat or fish, or slather it on warm corn bread.",3.75,211,87,24,0
9011,"Pear Clafoutis with Phyllo Crisps, Cider Sauce, and Quince Sorbet ",2004-08-20T04:00:00.000Z,NA,5,1183,347,35,14
9012,Shrimp and Vegetable Salad with Roasted-Tomato Vinaigrette ,2006-09-21T20:14:20.000Z,"Fork to the bottom of your bowl and you'll put away six servings of veggies! You can thank Michael Dunn, chef at Yankee Pier Santana Row in San Jose, California.",4.375,NA,NA,NA,NA
9013,Chickpea Cilantro Dip with Grilled Pita and Carrot Sticks ,2004-08-20T04:00:00.000Z,NA,3.75,NA,NA,NA,NA
9014,"Potato, Leek, and Pea Pot Pie With Spinach-Arugula Salad ",2016-04-29T21:00:00.000Z,This recipe is part of our Spring Grocery Bag Menu featuring 5 easy weeknight dinners made from 1 grocery bag of ingredients.,4.375,843,1584,48,44
9015,Snow Eggs with Pistachio Custard and Chocolate Drizzle ,2004-08-20T04:00:00.000Z,"This dessert, called sciummette (""little sponges"") in Liguria, is the Italian version of the French oeufs à la neige. One look at these fluffy ovals of meringue will tell you where the name comes from.",3.125,304,89,14,10
9016,Lemon Hazelnut Cookie Sandwiches ,2004-08-20T04:00:00.000Z,Lemon marmalade provides the instant filling for these buttery treats.,3.75,341,105,21,4
9017,Southwestern Turkey with Garlic-Ancho Chili Paste and Gravy ,2004-08-20T04:00:00.000Z,NA,5,922,1479,48,106
9018,Spring Peas with Lettuce and Mint ,2004-08-20T12:48:48.000Z,This recipe was created to accompany Seared Scallops with Tarragon Cream.,3.75,NA,NA,NA,NA
